schools,year,hhabit,parksd,medu,girl,sports,bmi,chrt
1,2040,Yes,6,11,Yes,No,27.169817,2034
36,2034,No,3,9,No,Yes,21.847242,2036
26,2032,No,4,9,No,Yes,19.527658,0
10,2034,No,6,8,No,No,19.987221,0
35,2038,Yes,3,7,Yes,Yes,28.715881,2038
5,2037,No,4,12,No,No,20.177135,0
26,2040,No,4,17,Yes,No,28.096821,0
25,2032,No,5,10,Yes,No,25.439716,0
36,2032,No,3,9,No,Yes,21.308983,2036
2,2039,Yes,6,7,No,No,25.949638,2034
4,2034,No,5,13,Yes,No,30.18104,0
36,2040,Yes,3,13,No,Yes,25.641832,2036
20,2035,No,4,7,Yes,No,34.327431,0
35,2035,No,3,9,No,No,30.971209,2038
34,2040,Yes,3,13,No,Yes,28.993238,2038
6,2038,No,6,7,Yes,No,31.625141,0
23,2032,No,2,12,No,Yes,23.764278,0
11,2040,No,7,11,Yes,No,32.422001,0
11,2033,No,7,8,No,No,33.107059,0
33,2036,No,3,10,Yes,Yes,31.989904,2038
12,2032,No,5,10,Yes,Yes,28.513451,0
40,2035,No,4,9,No,No,22.297361,2036
16,2038,No,3,9,No,Yes,30.227427,0
5,2040,No,4,10,No,Yes,20.672213,0
13,2035,No,3,9,No,Yes,29.227211,0
2,2033,No,6,10,No,Yes,32.42067,2034
38,2040,Yes,7,9,No,No,20.753723,2036
27,2033,No,6,12,Yes,Yes,18.223988,0
27,2034,No,6,10,No,No,20.475998,0
25,2038,No,5,12,No,No,33.396236,0
26,2039,No,4,12,No,No,28.721491,0
14,2039,No,5,9,No,No,20.512411,0
6,2035,No,6,9,Yes,No,28.859032,0
8,2034,No,4,9,No,No,31.72315,0
8,2032,No,4,9,No,Yes,20.071577,0
1,2038,Yes,6,19,No,Yes,12.489621,2034
27,2037,No,6,7,No,Yes,20.31436,0
22,2036,No,5,10,No,Yes,32.044186,0
39,2039,Yes,6,9,No,Yes,33.360729,2036
34,2034,No,3,9,Yes,Yes,24.356663,2038
21,2036,No,4,15,Yes,No,20.464687,0
7,2040,No,5,11,No,Yes,20.418455,0
9,2038,No,3,13,No,Yes,23.892494,0
2,2039,Yes,6,9,Yes,No,32.252937,2034
40,2036,Yes,4,10,No,Yes,17.310898,2036
28,2040,No,3,5,No,Yes,22.705494,0
36,2032,No,3,10,No,Yes,28.589584,2036
30,2032,No,6,8,No,No,29.974068,0
30,2039,No,6,10,No,No,30.150103,0
16,2039,No,3,8,Yes,Yes,28.255802,0
10,2033,No,6,9,Yes,Yes,20.773346,0
5,2037,No,4,10,No,Yes,20.017103,0
10,2032,No,6,9,Yes,Yes,27.795506,0
22,2032,No,5,9,Yes,No,22.368074,0
33,2032,No,3,0,No,No,18.811134,2038
9,2032,No,3,9,Yes,No,22.197172,0
8,2038,No,4,9,Yes,Yes,21.531031,0
17,2033,No,6,9,No,No,18.610601,0
10,2037,No,6,9,Yes,Yes,24.732456,0
11,2037,No,7,10,Yes,Yes,30.90967,0
2,2038,Yes,6,10,Yes,Yes,25.478958,2034
29,2033,No,3,15,Yes,Yes,22.750832,0
31,2032,No,3,9,No,Yes,21.213808,2038
21,2034,No,4,9,Yes,Yes,24.082623,0
27,2037,No,6,11,No,No,26.835371,0
3,2034,Yes,5,9,No,No,19.025173,2034
37,2034,No,6,11,No,No,28.127958,2036
33,2040,Yes,3,8,Yes,No,18.145756,2038
19,2040,No,5,9,Yes,No,22.60804,0
11,2040,No,7,9,Yes,No,21.359186,0
13,2034,No,3,9,No,Yes,24.368855,0
12,2036,No,5,13,Yes,No,29.326614,0
6,2036,No,6,10,No,Yes,28.831684,0
37,2038,Yes,6,11,No,Yes,15.249588,2036
7,2038,No,5,7,No,Yes,30.651016,0
39,2035,No,6,9,No,No,19.702072,2036
31,2039,Yes,3,18,No,Yes,20.960836,2038
27,2037,No,6,14,No,No,31.827671,0
16,2037,No,3,9,Yes,No,21.482113,0
10,2039,No,6,11,Yes,Yes,22.461544,0
1,2036,Yes,6,11,Yes,Yes,22.693752,2034
3,2036,Yes,5,8,No,Yes,32.169907,2034
26,2037,No,4,10,Yes,Yes,30.134159,0
38,2033,No,7,12,No,Yes,21.382788,2036
10,2037,No,6,9,Yes,No,36.660507,0
3,2040,Yes,5,13,Yes,No,32.339787,2034
30,2040,No,6,11,Yes,Yes,24.382147,0
1,2033,No,6,9,Yes,Yes,28.438881,2034
14,2040,No,5,9,Yes,Yes,29.54044,0
36,2034,No,3,11,No,Yes,24.384752,2036
37,2039,Yes,6,9,No,Yes,24.850794,2036
36,2038,Yes,3,10,Yes,No,20.424868,2036
17,2033,No,6,7,Yes,Yes,23.976343,0
13,2032,No,3,9,Yes,Yes,19.656052,0
17,2039,No,6,18,No,Yes,19.46174,0
4,2036,No,5,12,No,Yes,23.843298,0
27,2036,No,6,9,Yes,Yes,25.46413,0
36,2036,Yes,3,9,No,Yes,26.623308,2036
29,2040,No,3,11,No,No,23.205381,0
27,2037,No,6,10,No,Yes,26.540596,0
11,2039,No,7,9,Yes,No,24.864223,0
7,2035,No,5,8,Yes,No,25.867575,0
36,2037,Yes,3,9,Yes,Yes,21.616774,2036
27,2032,No,6,9,No,Yes,25.609011,0
14,2039,No,5,8,Yes,No,28.383804,0
5,2039,No,4,11,No,Yes,21.227911,0
13,2039,No,3,12,Yes,No,29.547401,0
17,2035,No,6,9,No,Yes,28.110157,0
32,2034,No,3,8,Yes,No,24.037388,2038
8,2032,No,4,9,No,Yes,26.100897,0
31,2037,No,3,9,Yes,Yes,26.174377,2038
27,2032,No,6,10,No,Yes,21.15177,0
22,2039,No,5,9,Yes,Yes,29.314121,0
22,2038,No,5,10,No,Yes,32.130505,0
38,2036,Yes,7,12,No,No,26.521431,2036
24,2038,No,5,9,No,Yes,18.349594,0
38,2033,No,7,9,Yes,Yes,20.4543,2036
12,2035,No,5,9,Yes,No,17.38851,0
11,2039,No,7,10,No,No,21.780144,0
20,2038,No,4,11,No,Yes,21.43327,0
15,2032,No,5,9,Yes,Yes,32.753456,0
2,2035,Yes,6,12,Yes,No,23.970022,2034
28,2039,No,3,12,No,Yes,23.506029,0
3,2036,Yes,5,9,Yes,No,34.520794,2034
34,2035,No,3,9,No,Yes,26.915051,2038
4,2039,No,5,7,No,No,16.676586,0
19,2040,No,5,9,No,Yes,19.153551,0
26,2037,No,4,11,No,No,27.637949,0
26,2040,No,4,9,No,No,26.103823,0
20,2037,No,4,9,Yes,Yes,22.749952,0
1,2032,No,6,14,No,Yes,27.213232,2034
15,2034,No,5,12,Yes,Yes,26.749218,0
39,2040,Yes,6,7,No,No,25.903673,2036
37,2036,Yes,6,9,Yes,No,16.457006,2036
30,2040,No,6,10,No,No,26.081285,0
2,2035,Yes,6,10,Yes,No,20.170404,2034
22,2038,No,5,8,Yes,Yes,29.83312,0
21,2035,No,4,9,Yes,Yes,34.242043,0
21,2037,No,4,7,Yes,Yes,31.318609,0
40,2035,No,4,12,Yes,Yes,19.686495,2036
40,2032,No,4,9,Yes,Yes,25.766239,2036
20,2035,No,4,13,Yes,No,32.978592,0
13,2033,No,3,11,Yes,No,33.130054,0
6,2039,No,6,13,Yes,Yes,31.364029,0
36,2035,No,3,12,No,Yes,25.379791,2036
37,2039,Yes,6,3,No,Yes,27.71674,2036
2,2039,Yes,6,17,Yes,No,33.212795,2034
27,2038,No,6,9,No,No,28.091999,0
7,2036,No,5,9,Yes,Yes,34.355289,0
39,2037,Yes,6,9,Yes,No,23.262592,2036
34,2035,No,3,9,Yes,Yes,28.28908,2038
31,2036,No,3,10,No,No,27.516991,2038
20,2038,No,4,9,No,Yes,26.14267,0
19,2036,No,5,9,Yes,Yes,29.462408,0
2,2039,Yes,6,9,Yes,No,28.385849,2034
21,2034,No,4,11,Yes,Yes,33.561745,0
10,2032,No,6,9,No,No,26.07115,0
20,2038,No,4,9,Yes,Yes,25.570553,0
30,2038,No,6,15,Yes,Yes,24.501438,0
3,2036,Yes,5,10,Yes,Yes,28.955051,2034
13,2038,No,3,9,Yes,Yes,21.531614,0
34,2040,Yes,3,9,Yes,No,23.875246,2038
29,2038,No,3,8,Yes,No,34.024258,0
39,2036,Yes,6,8,No,Yes,23.928556,2036
23,2036,No,2,10,No,Yes,33.478703,0
27,2033,No,6,12,Yes,Yes,18.187002,0
4,2034,No,5,12,Yes,Yes,26.243698,0
9,2033,No,3,11,Yes,Yes,16.185043,0
12,2037,No,5,9,Yes,Yes,24.920162,0
25,2040,No,5,9,No,Yes,17.705095,0
34,2032,No,3,8,Yes,Yes,30.515745,2038
13,2034,No,3,9,No,Yes,25.74181,0
7,2040,No,5,9,No,Yes,18.825272,0
36,2036,Yes,3,9,No,Yes,16.016258,2036
13,2032,No,3,8,Yes,Yes,30.504881,0
3,2035,Yes,5,10,No,Yes,22.249243,2034
26,2039,No,4,9,No,Yes,20.42049,0
35,2034,No,3,12,Yes,No,29.40238,2038
23,2037,No,2,10,Yes,Yes,27.122421,0
38,2034,No,7,12,Yes,Yes,26.556742,2036
37,2037,Yes,6,10,Yes,No,22.847383,2036
13,2039,No,3,7,Yes,No,25.472443,0
22,2032,No,5,8,No,Yes,25.032692,0
25,2035,No,5,9,Yes,Yes,26.810091,0
19,2033,No,5,7,Yes,No,29.364569,0
3,2034,Yes,5,13,No,Yes,19.066793,2034
33,2034,No,3,10,Yes,Yes,21.534296,2038
18,2040,No,5,11,No,Yes,24.733915,0
20,2038,No,4,9,No,No,27.653925,0
17,2032,No,6,10,No,Yes,32.728935,0
25,2040,No,5,7,No,Yes,29.740263,0
25,2038,No,5,9,Yes,Yes,23.235983,0
21,2035,No,4,15,No,Yes,14.878491,0
13,2037,No,3,9,No,Yes,18.720692,0
38,2034,No,7,9,Yes,Yes,30.561226,2036
9,2039,No,3,9,No,Yes,26.473276,0
40,2035,No,4,7,No,Yes,24.099094,2036
13,2032,No,3,9,No,No,34.044365,0
6,2035,No,6,17,Yes,No,29.208786,0
36,2039,Yes,3,10,Yes,Yes,32.208008,2036
12,2038,No,5,13,Yes,No,27.127197,0
37,2032,No,6,11,Yes,No,21.399359,2036
1,2036,Yes,6,12,Yes,Yes,24.941254,2034
4,2032,No,5,12,No,Yes,23.779018,0
31,2040,Yes,3,0,No,Yes,19.01259,2038
17,2032,No,6,3,Yes,Yes,31.142967,0
37,2037,Yes,6,8,Yes,Yes,15.618419,2036
40,2039,Yes,4,9,Yes,Yes,19.632915,2036
22,2038,No,5,9,No,No,27.97048,0
32,2040,Yes,3,12,No,Yes,28.431942,2038
16,2039,No,3,9,No,No,26.336304,0
17,2034,No,6,9,Yes,Yes,22.043255,0
13,2040,No,3,16,Yes,Yes,23.326155,0
39,2033,No,6,9,Yes,No,23.076197,2036
3,2033,No,5,9,No,No,32.803066,2034
37,2040,Yes,6,10,Yes,No,33.356552,2036
17,2039,No,6,7,No,Yes,24.055796,0
16,2035,No,3,9,No,No,26.045105,0
23,2034,No,2,9,Yes,No,20.776392,0
28,2032,No,3,9,Yes,Yes,22.242262,0
40,2037,Yes,4,11,No,Yes,29.669123,2036
28,2040,No,3,10,No,No,28.040501,0
2,2040,Yes,6,12,Yes,No,32.104042,2034
38,2033,No,7,7,No,No,18.411076,2036
11,2036,No,7,9,No,Yes,27.481733,0
30,2040,No,6,18,Yes,Yes,24.841227,0
5,2038,No,4,8,Yes,Yes,23.072582,0
11,2037,No,7,8,No,Yes,26.140202,0
16,2035,No,3,11,Yes,No,29.316563,0
17,2036,No,6,10,No,Yes,33.083584,0
38,2032,No,7,13,Yes,Yes,31.502838,2036
1,2038,Yes,6,9,Yes,Yes,20.405977,2034
24,2038,No,5,9,Yes,No,26.536757,0
7,2040,No,5,9,Yes,Yes,20.241838,0
37,2040,Yes,6,9,No,Yes,17.898838,2036
1,2035,Yes,6,12,No,No,15.770663,2034
8,2035,No,4,9,No,No,20.439297,0
5,2036,No,4,19,No,Yes,28.609558,0
6,2034,No,6,9,Yes,No,31.157478,0
33,2035,No,3,8,No,No,22.87388,2038
27,2035,No,6,17,Yes,No,29.887329,0
31,2038,Yes,3,7,Yes,Yes,23.284555,2038
10,2039,No,6,13,Yes,No,21.539375,0
1,2033,No,6,9,No,No,20.075916,2034
27,2037,No,6,9,Yes,No,28.696552,0
17,2035,No,6,10,Yes,No,21.506954,0
37,2033,No,6,11,No,No,31.598602,2036
39,2034,No,6,12,No,No,28.290138,2036
19,2040,No,5,9,Yes,Yes,27.482183,0
19,2032,No,5,16,No,Yes,31.532265,0
6,2035,No,6,12,Yes,No,29.061037,0
35,2033,No,3,13,No,Yes,19.22789,2038
26,2032,No,4,7,No,Yes,26.986856,0
20,2034,No,4,9,Yes,No,30.580143,0
40,2032,No,4,8,Yes,Yes,26.832523,2036
14,2037,No,5,7,No,Yes,16.851433,0
36,2033,No,3,10,No,Yes,28.406244,2036
28,2034,No,3,9,No,No,24.199883,0
27,2033,No,6,8,Yes,Yes,19.905685,0
13,2035,No,3,9,Yes,No,29.763477,0
27,2035,No,6,9,No,Yes,32.912373,0
38,2040,Yes,7,9,No,No,16.380465,2036
30,2033,No,6,9,Yes,Yes,28.464149,0
25,2032,No,5,9,Yes,Yes,31.130568,0
20,2040,No,4,15,No,Yes,18.449602,0
29,2034,No,3,9,Yes,No,29.14855,0
32,2040,Yes,3,9,No,No,18.708687,2038
4,2032,No,5,8,Yes,Yes,23.77516,0
29,2032,No,3,8,Yes,Yes,25.023272,0
9,2038,No,3,11,Yes,Yes,24.327408,0
27,2036,No,6,9,Yes,Yes,33.783504,0
39,2040,Yes,6,9,No,Yes,17.295057,2036
36,2037,Yes,3,19,No,Yes,23.913582,2036
12,2036,No,5,9,No,No,21.088585,0
11,2040,No,7,8,Yes,Yes,27.231173,0
35,2033,No,3,9,No,Yes,21.98177,2038
34,2038,Yes,3,17,No,No,24.655621,2038
29,2037,No,3,0,No,Yes,34.262978,0
4,2033,No,5,9,Yes,Yes,29.740467,0
1,2039,Yes,6,13,No,Yes,30.129936,2034
26,2033,No,4,9,No,No,33.484791,0
33,2032,No,3,19,Yes,Yes,23.913382,2038
34,2040,Yes,3,9,No,Yes,25.062689,2038
7,2032,No,5,11,No,Yes,22.67277,0
33,2037,No,3,9,Yes,Yes,32.878014,2038
11,2032,No,7,9,Yes,No,28.495302,0
34,2040,Yes,3,10,Yes,No,32.122746,2038
40,2035,No,4,10,No,Yes,23.460503,2036
1,2040,Yes,6,10,No,Yes,32.753101,2034
6,2040,No,6,9,Yes,Yes,22.319971,0
33,2033,No,3,10,No,Yes,21.736616,2038
11,2033,No,7,9,Yes,No,20.244778,0
3,2039,Yes,5,11,No,No,29.208302,2034
5,2036,No,4,9,No,Yes,19.793402,0
32,2039,Yes,3,11,Yes,Yes,18.142666,2038
40,2040,Yes,4,9,Yes,Yes,26.755484,2036
4,2038,No,5,9,Yes,Yes,19.967625,0
21,2035,No,4,12,No,Yes,25.732353,0
31,2040,Yes,3,18,No,Yes,29.84177,2038
39,2039,Yes,6,9,No,Yes,17.82873,2036
3,2034,Yes,5,10,No,Yes,19.281317,2034
31,2033,No,3,9,Yes,Yes,28.568596,2038
26,2035,No,4,9,Yes,No,28.659054,0
16,2035,No,3,9,Yes,Yes,30.368324,0
28,2034,No,3,0,Yes,Yes,22.98077,0
7,2038,No,5,8,Yes,Yes,28.037384,0
39,2040,Yes,6,9,Yes,Yes,31.671474,2036
6,2039,No,6,19,Yes,No,29.775181,0
29,2035,No,3,9,No,Yes,30.36389,0
37,2032,No,6,9,Yes,Yes,21.814556,2036
32,2039,Yes,3,11,Yes,Yes,31.234282,2038
13,2036,No,3,12,No,Yes,17.502182,0
24,2036,No,5,13,Yes,No,28.228304,0
32,2035,No,3,8,No,Yes,20.825533,2038
29,2035,No,3,10,No,Yes,22.866631,0
15,2039,No,5,10,Yes,Yes,30.220659,0
8,2032,No,4,9,Yes,No,31.261251,0
18,2037,No,5,9,No,No,30.51366,0
40,2032,No,4,9,No,Yes,19.496765,2036
3,2033,No,5,9,Yes,Yes,21.966272,2034
21,2038,No,4,10,No,Yes,37.222031,0
8,2033,No,4,9,No,Yes,31.616865,0
6,2032,No,6,9,No,Yes,22.987759,0
38,2040,Yes,7,8,No,Yes,27.169937,2036
4,2036,No,5,10,No,Yes,26.736347,0
33,2036,No,3,9,No,No,31.403002,2038
10,2033,No,6,9,No,Yes,25.231331,0
37,2034,No,6,9,No,No,17.902349,2036
7,2032,No,5,10,No,No,19.341463,0
17,2033,No,6,9,Yes,Yes,18.604107,0
13,2040,No,3,10,No,Yes,28.786833,0
15,2038,No,5,9,No,No,30.679806,0
27,2039,No,6,7,Yes,No,26.048271,0
17,2038,No,6,8,No,No,24.374609,0
10,2032,No,6,9,Yes,No,31.265209,0
16,2040,No,3,10,Yes,Yes,31.265049,0
10,2040,No,6,0,Yes,Yes,24.985598,0
21,2037,No,4,9,Yes,Yes,25.021681,0
23,2040,No,2,12,No,Yes,31.108038,0
39,2035,No,6,8,Yes,Yes,27.996902,2036
38,2034,No,7,9,Yes,No,24.804708,2036
8,2036,No,4,9,No,No,33.946999,0
7,2040,No,5,9,No,Yes,18.29204,0
27,2040,No,6,8,No,Yes,24.531965,0
22,2034,No,5,9,Yes,Yes,30.401329,0
1,2039,Yes,6,7,Yes,Yes,19.348593,2034
14,2037,No,5,9,No,Yes,19.781448,0
35,2040,Yes,3,11,Yes,Yes,30.980057,2038
37,2039,Yes,6,9,Yes,No,30.05294,2036
8,2035,No,4,8,Yes,No,29.543341,0
7,2036,No,5,9,No,No,21.59763,0
11,2036,No,7,10,No,No,29.974998,0
18,2032,No,5,7,No,Yes,19.644405,0
4,2032,No,5,9,No,No,21.652225,0
10,2033,No,6,9,No,Yes,30.347921,0
17,2040,No,6,9,Yes,Yes,30.509924,0
38,2035,No,7,9,No,Yes,28.552107,2036
11,2036,No,7,0,No,Yes,28.482327,0
15,2040,No,5,18,No,Yes,30.374121,0
18,2036,No,5,9,Yes,No,24.408869,0
27,2038,No,6,9,Yes,No,28.029556,0
14,2038,No,5,9,Yes,No,27.125826,0
28,2035,No,3,7,No,No,23.641994,0
23,2032,No,2,9,Yes,Yes,25.005203,0
17,2034,No,6,9,No,Yes,26.081232,0
23,2039,No,2,7,Yes,Yes,19.670488,0
12,2038,No,5,0,No,Yes,22.362326,0
19,2040,No,5,15,No,No,23.48465,0
2,2036,Yes,6,8,No,Yes,25.667599,2034
3,2039,Yes,5,9,Yes,No,24.005499,2034
1,2033,No,6,12,No,Yes,20.147484,2034
13,2036,No,3,9,No,Yes,20.378933,0
27,2034,No,6,9,Yes,Yes,25.953806,0
23,2038,No,2,10,Yes,Yes,34.488861,0
19,2040,No,5,9,Yes,No,32.269352,0
10,2039,No,6,9,No,No,28.320354,0
29,2035,No,3,9,No,Yes,24.598253,0
19,2033,No,5,9,No,No,31.659513,0
35,2037,No,3,9,Yes,Yes,31.117857,2038
25,2032,No,5,7,No,Yes,25.184769,0
11,2040,No,7,8,No,Yes,23.423632,0
27,2036,No,6,5,No,Yes,29.059975,0
2,2036,Yes,6,11,No,No,17.18684,2034
34,2040,Yes,3,8,No,Yes,30.346668,2038
18,2037,No,5,9,No,Yes,24.518059,0
6,2040,No,6,13,No,No,25.147621,0
26,2035,No,4,9,No,Yes,21.968288,0
18,2034,No,5,7,No,No,24.893009,0
13,2037,No,3,9,No,No,20.881687,0
30,2038,No,6,9,Yes,Yes,22.728226,0
23,2038,No,2,9,Yes,Yes,30.72435,0
35,2039,Yes,3,9,No,Yes,18.459696,2038
18,2033,No,5,9,No,Yes,27.295273,0
4,2034,No,5,11,No,Yes,29.779369,0
37,2032,No,6,10,No,Yes,19.791513,2036
22,2032,No,5,9,No,Yes,24.636623,0
34,2037,No,3,9,No,Yes,31.221413,2038
4,2037,No,5,13,No,No,16.906115,0
37,2039,Yes,6,10,Yes,No,26.732979,2036
32,2039,Yes,3,9,No,Yes,32.385876,2038
26,2038,No,4,9,Yes,Yes,29.515753,0
13,2033,No,3,11,No,No,29.857256,0
29,2036,No,3,12,Yes,No,36.173653,0
22,2040,No,5,10,No,Yes,23.007433,0
35,2034,No,3,19,Yes,Yes,20.205149,2038
19,2039,No,5,9,Yes,No,32.386414,0
26,2036,No,4,19,No,No,28.667627,0
35,2032,No,3,9,No,Yes,28.878792,2038
11,2034,No,7,9,No,Yes,24.646233,0
18,2038,No,5,7,Yes,No,30.886871,0
28,2040,No,3,13,Yes,Yes,27.00382,0
36,2039,Yes,3,11,No,No,29.492863,2036
32,2035,No,3,13,Yes,No,22.561554,2038
14,2036,No,5,2,No,Yes,24.927547,0
18,2036,No,5,9,No,Yes,29.682312,0
23,2032,No,2,9,Yes,No,18.571398,0
35,2032,No,3,9,No,No,27.485264,2038
19,2039,No,5,9,Yes,Yes,31.722298,0
18,2034,No,5,9,No,No,31.203262,0
10,2032,No,6,11,Yes,Yes,32.107418,0
3,2037,Yes,5,9,No,Yes,20.000727,2034
16,2039,No,3,12,No,Yes,18.950153,0
3,2037,Yes,5,9,Yes,Yes,23.520264,2034
12,2033,No,5,9,No,No,32.339649,0
23,2036,No,2,7,No,No,34.493698,0
4,2033,No,5,10,Yes,Yes,29.688511,0
10,2036,No,6,11,No,Yes,21.352629,0
28,2033,No,3,9,No,Yes,22.239117,0
29,2040,No,3,9,Yes,No,24.628183,0
38,2038,Yes,7,12,Yes,Yes,24.422121,2036
24,2036,No,5,13,Yes,Yes,23.829124,0
21,2032,No,4,11,Yes,No,28.366962,0
5,2040,No,4,12,No,Yes,28.685982,0
30,2040,No,6,11,Yes,No,31.258503,0
35,2039,Yes,3,10,No,No,29.58786,2038
9,2034,No,3,0,No,Yes,29.826595,0
7,2032,No,5,10,Yes,Yes,16.452845,0
28,2038,No,3,9,No,No,30.988605,0
30,2035,No,6,9,Yes,Yes,31.357353,0
31,2039,Yes,3,18,No,No,34.365589,2038
2,2036,Yes,6,9,Yes,Yes,30.987398,2034
34,2035,No,3,9,Yes,Yes,23.603201,2038
29,2034,No,3,9,No,Yes,32.100777,0
8,2034,No,4,9,No,No,23.169994,0
2,2032,No,6,8,Yes,Yes,30.229736,2034
10,2033,No,6,7,Yes,Yes,27.62685,0
19,2033,No,5,12,No,No,32.673836,0
15,2033,No,5,9,No,No,26.922213,0
37,2035,No,6,8,Yes,Yes,21.084156,2036
22,2034,No,5,8,Yes,No,28.990246,0
32,2037,No,3,8,No,Yes,35.789101,2038
11,2036,No,7,9,No,Yes,24.394022,0
24,2038,No,5,9,Yes,Yes,24.163918,0
27,2032,No,6,18,No,No,16.717741,0
21,2038,No,4,10,No,Yes,22.301882,0
15,2036,No,5,9,Yes,Yes,27.012712,0
15,2033,No,5,9,No,Yes,29.492624,0
39,2038,Yes,6,12,Yes,Yes,17.626692,2036
22,2033,No,5,8,No,Yes,16.211531,0
8,2035,No,4,8,No,No,30.921352,0
5,2038,No,4,10,Yes,Yes,24.73806,0
39,2032,No,6,9,Yes,Yes,21.440737,2036
11,2038,No,7,9,Yes,Yes,26.749804,0
32,2035,No,3,14,No,Yes,26.911152,2038
10,2036,No,6,9,No,Yes,28.546104,0
3,2039,Yes,5,13,Yes,Yes,32.294945,2034
21,2036,No,4,10,Yes,No,29.857637,0
24,2033,No,5,9,Yes,Yes,24.051216,0
39,2038,Yes,6,9,No,Yes,25.692646,2036
10,2038,No,6,12,No,No,24.368065,0
4,2038,No,5,9,Yes,Yes,35.082024,0
13,2040,No,3,9,Yes,Yes,21.577633,0
16,2038,No,3,13,Yes,Yes,18.664597,0
22,2037,No,5,12,Yes,Yes,18.824579,0
19,2038,No,5,0,Yes,Yes,19.609524,0
14,2034,No,5,9,Yes,Yes,24.78705,0
16,2040,No,3,9,Yes,Yes,24.894621,0
25,2037,No,5,10,No,Yes,31.414019,0
26,2037,No,4,8,Yes,Yes,23.705387,0
12,2032,No,5,8,Yes,Yes,33.360493,0
6,2038,No,6,9,Yes,Yes,29.384136,0
24,2036,No,5,9,No,Yes,21.284218,0
35,2040,Yes,3,9,Yes,Yes,21.123318,2038
14,2032,No,5,10,No,No,30.234163,0
20,2038,No,4,9,No,No,30.597942,0
17,2032,No,6,13,No,Yes,16.134315,0
12,2039,No,5,15,No,Yes,27.792858,0
6,2038,No,6,15,Yes,Yes,21.34466,0
6,2036,No,6,19,No,No,26.654251,0
12,2038,No,5,10,No,Yes,19.210098,0
28,2037,No,3,12,No,No,27.012943,0
33,2032,No,3,9,No,Yes,19.018259,2038
6,2035,No,6,9,No,No,26.31683,0
15,2033,No,5,0,No,No,26.15801,0
21,2034,No,4,11,No,No,29.584085,0
18,2036,No,5,11,No,No,22.878195,0
26,2040,No,4,9,Yes,Yes,20.938091,0
13,2036,No,3,9,No,Yes,19.392828,0
24,2040,No,5,8,Yes,Yes,30.989445,0
37,2039,Yes,6,9,Yes,Yes,31.408384,2036
11,2034,No,7,14,Yes,No,36.363091,0
26,2038,No,4,9,Yes,No,22.998125,0
24,2033,No,5,18,No,Yes,28.360909,0
14,2037,No,5,7,Yes,Yes,21.446733,0
23,2038,No,2,9,No,Yes,27.92592,0
33,2033,No,3,11,Yes,Yes,25.23641,2038
14,2040,No,5,9,Yes,Yes,32.9053,0
20,2035,No,4,11,No,No,27.747766,0
37,2038,Yes,6,15,No,Yes,20.799994,2036
29,2036,No,3,9,No,Yes,29.436625,0
5,2033,No,4,11,No,No,30.917149,0
29,2035,No,3,9,Yes,No,24.446541,0
10,2032,No,6,12,No,No,29.878036,0
6,2040,No,6,12,Yes,Yes,17.732492,0
10,2037,No,6,9,No,Yes,24.041098,0
18,2034,No,5,0,Yes,Yes,24.604248,0
35,2032,No,3,12,No,Yes,29.296156,2038
8,2034,No,4,9,No,No,18.501497,0
25,2037,No,5,9,No,No,27.018324,0
37,2035,No,6,9,Yes,No,22.370085,2036
31,2039,Yes,3,11,No,Yes,24.720091,2038
28,2037,No,3,9,Yes,Yes,20.750982,0
1,2032,No,6,9,Yes,Yes,25.279436,2034
15,2037,No,5,12,Yes,Yes,21.925564,0
4,2039,No,5,9,No,No,29.850801,0
31,2034,No,3,11,Yes,No,20.206675,2038
15,2036,No,5,7,Yes,Yes,35.530872,0
22,2040,No,5,9,No,Yes,26.89959,0
7,2040,No,5,9,No,Yes,27.584049,0
21,2034,No,4,9,Yes,Yes,29.988567,0
22,2040,No,5,9,No,No,17.280146,0
27,2040,No,6,9,No,Yes,23.636175,0
23,2037,No,2,7,Yes,Yes,25.434738,0
30,2034,No,6,12,No,Yes,31.592604,0
25,2039,No,5,11,No,No,27.940283,0
28,2038,No,3,10,Yes,Yes,27.111794,0
14,2038,No,5,9,No,Yes,21.563105,0
11,2033,No,7,8,No,No,28.353889,0
36,2040,Yes,3,8,No,Yes,29.207884,2036
27,2038,No,6,9,Yes,No,20.396074,0
6,2036,No,6,12,Yes,Yes,24.897432,0
11,2037,No,7,9,No,No,27.994596,0
36,2040,Yes,3,10,No,Yes,23.987427,2036
16,2034,No,3,9,No,Yes,22.719009,0
25,2037,No,5,10,No,Yes,25.329323,0
40,2037,Yes,4,8,No,No,21.781324,2036
28,2035,No,3,12,No,Yes,29.57781,0
12,2033,No,5,9,Yes,Yes,22.43755,0
21,2039,No,4,11,No,Yes,27.29978,0
21,2036,No,4,9,Yes,No,29.331738,0
21,2037,No,4,9,Yes,Yes,24.976084,0
10,2033,No,6,10,No,Yes,27.096674,0
2,2038,Yes,6,8,No,Yes,24.222143,2034
33,2032,No,3,12,No,No,22.515665,2038
22,2035,No,5,11,No,Yes,28.309443,0
15,2040,No,5,9,No,Yes,32.052391,0
29,2034,No,3,7,No,No,26.359863,0
5,2032,No,4,9,Yes,Yes,32.103371,0
34,2039,Yes,3,9,No,Yes,24.039181,2038
25,2037,No,5,8,No,Yes,27.042633,0
1,2040,Yes,6,9,Yes,Yes,23.429943,2034
